user_id,channel,option,review,membership,recom_point
leesu9944,MOBILE,대용량 250ml,자주 사용하는 제품인데 역시 순하고 부드럽게 잘 지워져요!원래는 일반 사려고 했는데 대용량이랑 일반이랑 직접보면 양차이가 엄청 나더라구요....그래서 고민하다가 결국 대용량으로ㅜㅜ 아무튼 이 리무버 완전 좋아요! 다 쓰면 또 사려구요~,일반,5
juju2u,MOBILE,대용량 250ml,자극없이 잘 지워져요. 편하고 깨끗한 느낌이에요.,프라임,5
dldbrud1226,MOBILE,대용량 250ml,촉촉하게 잘지워져서 너무좋아용 그리고 잘 지워져요~^^,프라임,5
nayong0,MOBILE,대용량 250ml,아주 좋아요 맨날쓰던것 ㅎㅎㅎㅎ감사합니디|!|!| 잘쓸게용옹ㅇㅇ희희 ㅎㅎㅎ!!ㅋㅋㅋㅋㅋㅋㅋㅋ120자 언제채우징 ㅠ이제ㅔ 70자인데 후후 다들 많리많리 사서 ㅁ스게료 효능은 네이버치면 나오고요 좋습니다 가성비 ㅎㅎ&amp;lt;!&amp;lt;,스마트클럽,5
rnemrdud,MOBILE,대용량 250ml,순하고 좋아요~ 괜히 소문나는게 아니네요,프라임,5
asd3996,MOBILE,대용량 250ml,잘 지워지고 좋아요,일반,4
dbfl2577,MOBILE,대용량 250ml,아리따움 대표 아이리무버! 행사 안할때 사서 조금 아쉽긴하지만 넘 좋은 아이리무버에요 자극도 별로없고 좋아요 행사할때 쟁여 놓을거에요 ㅎㅎㅎ 아리따움 대표 아이리무버! 행사 안할때 사서 조금 아쉽긴하지만 넘 좋은 아이리무버에요 자극도 별로없고 좋아요 행사할때 쟁여 놓을거에요 ㅎㅎㅎ,일반,5
wldwldlp,MOBILE,대용량 250ml,순하고 깨끗하게 클렌징 할 수 있어서 너무 좋아요,스마트클럽,5
cym431,MOBILE,대용량 250ml,세정력도 괜찮고 대용량이라 더 좋아요 다른 리무버들이랑 비교했을때 특별히 더 좋은진 모르겠지만 무난하게 잘 쓰고있습니다 화장솜에 묻혀서 쓰니까 잘지워져요 편하게 쓰기에 좋은 듯ㅎㅎㅎ 아리따움 1위 립앤아이리무버입니다,스마트클럽,4
bearlover,MOBILE,대용량 250ml,주변에서 이 제품이 좋다는 추천을 많이해서 작은용량부터 써보고 좋아서 대용량도 사게됐어요. 눈시림도 없고 화장솜 적셔서 몇초만 올려두면 그대로 화장솜에 아이메이크업이 찍혀나와요. 5겹에 적시면 두겹 떼어내서 나머지로 마무리하면 화장솜 하나로 끝나요. ,프라임,5
sonhy94,APP,대용량 250ml,세자매라 몇통째쓰는지몰라요 잘지워집니닷,스마트클럽,5
jinnyjang,MOBILE,대용량 250ml,네개나 샀어요 너무 너무 좋아요,스마트클럽,5
limyang0212,MOBILE,대용량 250ml,늘쓰는거예요. 자극없이좋습니다.,스마트클럽,5
wldudrla25,MOBILE,대용량 250ml,립앱아이 리무버 좋은 거 찾다가 친구가 추천해서 사봤는데 너무 좋어서 3통째 쓰고 있어요 자극 없이 지워지고 잘 지워져서 매우 만족해하며 쓰고 있답니다~ 매번 작은 용량으로 샀었는데 이번에는 대용량으로 사서 꽤 오래 쓸 거 같아요~ ,일반,5
jy4421,MOBILE,대용량 250ml,매번 원플원 할때마다 구입해요 잘쓰고 있어요 잘지워지고 순하고 저렴하고 짱이에요 만족하며 씁니다 잘쓰고 있어요 항상 요거 떨어지면 불안해요 저는 ㅎㅎ,프라임,5
lye982,MOBILE,대용량 250ml,급해서 하나샀는데 생각보다 잘 지워지고 잔여물없어요ㅎㅎ 만족해요!,일반,5
bestone7547,MOBILE,대용량 250ml,두통째 사용하고있는데 순하고 잘지워져서 좋아요 무엇보다 성분이 중요한데 아리따움껀 자극이 적어서 좋습니다 1&amp;#43;1행사할때마다 장만하고 있어요 ㅎㅎㅎ,일반,5
wndus1742,APP,대용량 250ml,매장 직원분 추천으로 쓰게됐는데 키스미도 자극없이 지워지고 왠만한건 다지워지네요 저자극이라서 가장 마음에 들어요 대용량이라서 더더 마음에드네요 저자극 순한 리무버 가성비좋은거 잘 구매해서 쓰고있어요 또 구매할게요^^*,프라임,5
zhalr1234,MOBILE,대용량 250ml,너무 좋다 잘 지워진다 순하다 최애템이다 너무 좋다 다시 구매 할거다 잘 지워진다 슌하다 최애템이다 너무 좋다 근데 좀 비싸다 행사할때 사면 개이득 굿 굿 귯 다시 살 의량 100퍼센트입니다 꼭 사세요 두번 사세요 내인생템,일반,5
jiyoun0602,MOBILE,대용량 250ml,이거이거 완전 좋아요,스마트클럽,5
hada1110,MOBILE,대용량 250ml,"항상 재구매하는 제품인데요
눈에 들어가도 눈따가움도 적고
순한 것 같네요
대용량을 사서 예민한 눈가에 아낌없이
쓰고 있습니다
한 500정도하는 대용량이 있었으면 좋겠네욤
나빠지지않는한 꾸준히 평생 쓸것 같은 제품입니다 강추",일반,5
jhj_1209,MOBILE,대용량 250ml,"평소에 키스미 마스카라 쓰는데 타 브랜드 립앤아이 리무버를 사용해도 ㅔ잘 지워지지 않았었어요. 게다가 눈에 들어가는 날에는 눈이 너무 따가웠고요.
근데 얘는 진짜 눈도 안따갑고 부드럽게 잘 지워짐. 진짜 평생 립앤아이 리무버는 얘만 쓸 거 같아요.
강추!!!!!!!",일반,5
jayluv718,APP,대용량 250ml,"벌써 세번째구입...클렌징 오일,티슈,로션 안써본게 없는데 이제품이 최곤거같아요.오일이랑 섞여있어서 라이너등도 쉽게 지워지고 게다가 순하기까지해서 저는
 얼굴전체지우고있어요. 1&amp;#43;1행사할때 샀는데 마지막남은거 겟했어요.하마터면 못살뻔;;암튼 추천해요~~",스마트클럽,5
jjungmang03,MOBILE,일반용량 120ml,좋아요♡♡♡♡♡♡♡♡,스마트클럽,5
shedtears0,MOBILE,대용량 250ml,저는 키스미 마스카라로 화장해서 항상 전용 리무버 따로 사서 쓰다가 친구의 추천으로 뽀오얀 리무버를 쓰기 시작했는데요 번거롭게 전용 리무버를 살 필요도 없이 뽀오얀 하나만으로 정말 가볍게 깔끔하게 잘 지워져서 너무나 잘 쓰고 있습니다ㅎㅎ 평생 요것만 쓸 것 같아요~,일반,5
456thduddl,MOBILE,일반용량 120ml,키스미 마스카라 쓰는데 써본 제품들중에 아리따움 뽀오얀이 잘 지워지고 자극없이 피부에도 잘 맞아서 1년 넘게 이제품 쓰고있어요! 쟁여두는 편이 아니라서 행사기간 상관없이 다 쓰면 구매하는데 효과가 좋으니 돈아깝지 않을정도..!! ,일반,5
chooflower,MOBILE,일반용량 120ml,잘지워집니당ㅎㅎ매일쓰는제품,스마트클럽,5
JangJooA,MOBILE,일반용량 120ml,항상 쓰는아이에요 재구매 했어요 주변 사람들한테도 많이 추천하려구요 정말 좋은거같아요 추천합니다 저의 인생템인거같아요 최곱니다 진짜로ㅋㅋㅋㅋ 한번 써보세요 완전 좋아요 앞으로도 평생 이거만 쓸거같아요 다른거는못쓰겠어요 ㅋㅋㅋ,프라임,5
pringod,MOBILE,일반용량 120ml,"순하고 잘지워지는 리무버입니다.
친구추천으로 한번써봤는데 좋아요
향도 자극적이지않구 제가 아토피피부인데두 순하게 자극적이지는않네요 이니스프리 사과리무버 애용하다가 이제품으로 갈아탔어요. 조그마한거사면 여행파우치에도 아담하게 쏙들어가서 휴대하기좋아요.
이거로 휴대용 티슈리무버도 나오면 좋겠네요.
아리따움 스테디셀러아닐까 싶어요.
디자인도 맘에들고 근데 눈따가움 좀 있는거 같네요.",일반,5
rkgmltnr1,APP,일반용량 120ml,"눈에 자극도 적고 너무 순한 제품이예요!!
용량이 적어  대용량으로 사서 사용할 만큼  눈에 자극도 적고  잘 지워 집니다.!
인생템이예오~~
세일기간에  쟁여두고  사용할 정도 이예요
눈도 안아프고  촉촉하게  잘 지워져요",스마트클럽,5
rudgh2326,APP,대용량 250ml,짱잘지워짐 적극추천,일반,5
jjonghc,PC,대용량 250ml,"원래 헤라리무버를 수년동안 사용하다가
로드샵에서 판매하는 상품들도 좋다는 후기들이 많기에
비슷하길 기대하며 구매해 봤습니다.
역시 후기대로 깔끔하고 순하게 잘 닦이며 대용량에 세일까지 겹쳐 정말 저렴하게 사서 잘 사용중입니다.
추천합니다.",일반,5
jsiek,MOBILE,대용량 250ml,평소에 가장 자주쓰는 리무버에요! 눈에 닿아도 자극이 없는게 가장 큰 장점인 것 같아요. 대신에 지속력이 강한 틴트는 잘 안지워져서 조금 아쉽긴해요.,스마트클럽,4
wjdgus7820,MOBILE,대용량 250ml,몇통째 사용하고있는지모르겠네요ㅎㅎ꾸준히 잘사용중입니다!,스마트클럽,5
rykim20,PC,일반용량 120ml,배송도 빠르고 가격대비 용량도 괜챦은거 같아요. 집에가서 써보려구요,스마트클럽,5
jude7709,MOBILE,일반용량 120ml,"늘 클렌징한다고 해두 입술이나 눈은 깨끗이 안 되는것같았는데 뽀오얀 미소 발효 립&amp;아이 리무버를 사용하니
정말 깨끗이 클렌징이 되더라구요..자극적이지두. 않았어요..~~",일반,5
cothddl82,APP,대용량 250ml,"립스틱을 매트하고 진한컬러를 주로 바르는편이라 입술을 꼭 꼼꼼히 지워야하는데 이건 쌔게 박박 문지르면서 지우지 않아도 잘 지워져서 너무 좋아요 ㅠㅠ 
같이 구매한 어린쑥2종 세트도 대박 좋아요~ 특히 스킨이 저한테 너무 잘 맞아요!!! 피부도 촉촉해졌구요^^ 
요즘 한율에 빠져 살아요~~~ ㅋ",스마트클럽,5
qkzkzz,MOBILE,일반용량 120ml,자극적이지 않고 좋아용,일반,5
you875,APP,일반용량 120ml,요거 전 순하게 잘지워지고 눈도안시려워서 다쓰고 또구매했어요 담엔 대용량으로 사야겠어요,일반,4
dlawlswn94,APP,대용량 250ml,항상 늘 구매하고 있습니다:),일반,5
hhhbbbyyy,APP,대용량 250ml,좋아요 그냥 평타템~~,일반,5
291245,MOBILE,대용량 250ml,잘    깨끗히  잘  지워집니다,스마트클럽,5
mnbv411,MOBILE,대용량 250ml,좋아요!!!!이것만 씀 ,일반,5
dutndi,MOBILE,대용량 250ml,한번에 클렌징돼서 너무 좋아요!,스마트클럽,5
thdal5623,APP,일반용량 120ml,좋아요 눈도안따갑고,프라임,5
ehclthwls5,APP,대용량 250ml,작은 거 쓰다가 구매했는데 화장도 잘 지워지고 좋아요! 특히 눈 화장 지울 때 따끔 거리지 않아서 좋아요! 또 살게요!,프라임,5
narilove3,MOBILE,대용량 250ml,너무좋아요! 이번에 대용량으로 구매했어요. 매일 쓰는 제품인데 눈도 따갑지 않고 금방 잘지워지네요. 다음에 또 떨어지면 재구매할거에요. 시로앤마루랑 또 콜라보같은거 하면 쟁여둘거에요,일반,5
ksbgood88,MOBILE,대용량 250ml,아직 써보진 않았지만 좋다고 해서 샀어욬ㅋㅋ,일반,5
kyunghye88,MOBILE,대용량 250ml,"조금눈이시리네요,,",일반,2
vkfks4825,MOBILE,일반용량 120ml,용량이 생각보다 작은데 성분이 좋은거 같아요,일반,5
g001132,PC,대용량 250ml,"좋다는 평을 들어서 저렴하게 구매했네요.
배송도 완전 빨라요. 
주문 후 24시간도 안되어 수령했습니다. ",일반,5
khp3229,MOBILE,대용량 250ml,조금만 사용해도 잘 지워지고 섞어서 사용한다는걸 자꾸 까먹는데 그래도 조아요 ㅎㅎ 1&amp;#43;1으로 싰는데 넘나 만족스러워용,일반,5
rjal1123,APP,대용량 250ml,"매번쓰던제품인데 원플원행사할때 쟁겨두는편이에요
언제떨어질지모르니 이런행사때 몇개사둬야한답니다
마스크팩사면서 배송비맞추려보 몇개 더샀어요
아이리무버제품중에 최고로 최애하는 제품이에요
인생탬이라 자부하는 거라 적극추천합니다
재구매의사있습니다 배송도빠르고 ㅋ콤꼼히 포장해주셔서 감사해요 매번쓰던제품인데 원플원행사할때 쟁겨두는편이에요
언제떨어질지모르니 이런행사때 몇개사둬야한답니다
마스크팩사",프라임,5
rjal1123,APP,대용량 250ml,"매번쓰던제품인데 원플원행사할때 쟁겨두는편이에요
언제떨어질지모르니 이런행사때 몇개사둬야한답니다
마스크팩사면서 배송비맞추려보 몇개 더샀어요
아이리무버제품중에 최고로 최애하는 제품이에요
인생탬이라 자부하는 거라 적극추천합니다
재구매의사있습니다 배송도빠르고 ㅋ콤꼼히 포장해주셔서 감사해요 매번쓰던제품인데 원플원행사할때 쟁겨두는편이에요
언제떨어질지모르니 이런행사때 몇개사둬야한답니다
마스크팩사",프라임,5
jihye5348,MOBILE,일반용량 120ml,이 제품이 순하다는 소리를 들었는데 저는 잘 모르겠네요 ,스마트클럽,5
chp7711,MOBILE,대용량 250ml,매일쓰는 리무버 재구매의사있고 순하고좋아요,일반,5
dlwngml300,APP,일반용량 120ml,사고 나서 계속 써본 결과 멈출수 없이 계속 쓰고있습니다 너무 잘지워지고 순해서 약하신 피부엔 딱입니당 부드럽게 잘 지워지고 자극도 없어서 앞으로 계속 이용할거에용 다써가는데 사러 가야겠네욤,VIP,5
innyyoon15,MOBILE,대용량 250ml,"이건 항상쓰는 리무버라!
어쩌다보니 매번 원플원할때마다 삽니당
굳",일반,5
pudica,MOBILE,일반용량 120ml,당첨돼서 받아뒀어요. 아이리무버는 오래 써서 언제 개봉할지,스마트클럽,5
s198266,MOBILE,대용량 250ml,펄까지 싹지워져서 엄청 좋아용,일반,5
shj88,MOBILE,일반용량 120ml,순하고 자극 없어서 매일 사용해도 너무 편한 제품인 것 같아요 또 구매할거에요,프라임,5
hjkhjkhjk,APP,대용량 250ml,조아용 맨날이거만써요,일반,5
ohyejino,APP,일반용량 120ml,"리무버 정말 좋아요!
잘지워지고 눈도 하나도 안아프고!
정말 순해요!",일반,5
cutty79,APP,대용량 250ml,"늘 구입하죠
아이메이크업 지우는데
이만한게 없어요
다 지워짐 싸악!!!",일반,5
kys6771,MOBILE,일반용량 120ml,"겟잇뷰티보고 구매해봤는데
정말 눈에자극이 없고 눈에들어가면 타사제품은따가운
느낌이있는데그런느낌이없어서좋았어요",프라임,5
hee7775,APP,대용량 250ml,좋아요!! 순해서 눈에 자극도 덜 가네여~~,일반,5
kdoos2,MOBILE,대용량 250ml,4통째 쓰고 있어요 리무버치곤 순하면서 잘지워서 넘 잘쓰고 있어요 ,일반,4
yc7427,MOBILE,대용량 250ml,아직사용전인데 성분도착하고 가격도 괜찮아서 기대중이에요..매번 비싼 백화점것만쓰다가 바꿔봤는데 기대되네요.,일반,5
wnstj25,PC,대용량 250ml,잘받았습니다. 아모레퍼시픽 믿고 써 봅니다.,일반,5
sximarain1,APP,대용량 250ml,"오일과 함께  매번  구매하는
제품입니다 ㅎㅎ",스마트클럽,5
tnwl889,APP,대용량 250ml,역시 늘 쓰던 제품이에요 순하고 좋아요,일반,5
ffpoi,APP,일반용량 120ml,늘쓰는제품 행사할때 쟁여놔요ㅎㅎㅎ,프라임,5
poohahasj,APP,대용량 250ml,발효클렌징 티슈만 사용하다가 이번에 할인 할때 구매 했습니다~ 순하고 잘 지워 져서 좋아요~^ ^,프라임,5
leejimun,APP,대용량 250ml,"매번쓰던거 또 구매합니다
넘좋아요 순하고 ",일반,5
omino,APP,대용량 250ml,항상사용하는 립앤아이리무버라 아리따움꺼만 써요 원플원할때만 기다려서 쟁여두고 또 쟁여두고 떨어지지 않게 구비해둡니다 방수 잘 되는 유명한 키xx마스카라도 한번에 잘 지워지고 깔끔해요 세일 자주 해주세요~,일반,5
sohee3379,PC,대용량 250ml,역시 리무버는 뽀오얀이 최고예요,일반,5
ssmsuny0,APP,대용량 250ml,"깔끔하게 잘지워져요.
만족합니다.",스마트클럽,5
success717,APP,대용량 250ml,리무버 이것만써요! 너무좋네요 잘쓸게요,일반,5
jeannee,APP,대용량 250ml,늘 사용하는거 또 주문했어요 ~ 늘 좋네요 ~ 더 말이 필요한가요 ,프라임,5
souy91,APP,대용량 250ml,너무 많이 재구매하소 몇번째 구매하는지도 모르겠어요 ㅋㅋ 순하고 잘지워지고 좋아요,스마트클럽,5
injoo76,APP,대용량 250ml,계속 쭉 쓰던 상품이어서 1&amp;#43;1 할때 쟁여놨어요!!,일반,5
ybgyh486,APP,대용량 250ml,늘 쓰는 제품입니ㄷㅏ~~~,일반,5
bbang29,APP,대용량 250ml,항상 잘 사용합니다~ 배송 빨라서 좋아요,스마트클럽,5
sinae8157,MOBILE,대용량 250ml,몇번째인지 몰라요 애용하는 리무버입니다!,스마트클럽,5
chlwlsdud20,MOBILE,대용량 250ml,"항상 쓰는 리무버예요~ 세일할때 쟁여둡니다ㅎㅎ
순하고 잘 지워져서 맘에들어요~~
세일 많이 해주세요!!!",일반,5
ansdmlrud,APP,일반용량 120ml,생각보다 작아요ㅋㅋ 가격도 좋고 눈안맵다고 해서 구매해봤어요. 배송은 빠릅니다.,일반,5
mjhae23,APP,일반용량 120ml,아직 써보진 않았습니다만 할인하길래 샀어요,일반,5
mysnowman21,MOBILE,대용량 250ml,"늘 쓰는 제품입니당 
순해서 만족하고 있어요! 엄마도 이 제품이 가장 눈에 맞는 것 같다고 이야기해요! 이렇게 가끔 세일할 때 구입해서 쓰면 완전 이득",일반,5
hyejin803,PC,대용량 250ml,매~번! 항상 대용량 행사 1&amp;#43;1  할때 구입합니다! 아이라이너 잘지워지고 완전 좋아요 ㅎㅎ,스마트클럽,5
jkjwgk,APP,대용량 250ml,"이 제품은 무난해서 이번에 4개 쟁였어요ㅎㅎ
1&amp;#43;1이라 엄청 이득이네요!ㅎㅎㅎ
",일반,5
kimss8351,APP,대용량 250ml,세일해서 샀어요 리무버는 뽀오얀이 짱이예요 잘지워지구 눈도 따갑지않아요 ,프라임,5
llll3696,PC,일반용량 120ml,처음 구매해봅니다. 생각보다 크기는 아담하구요. 사용해보고 괜찮으면 재구매하려구요!,스마트클럽,4
kny1227,MOBILE,대용량 250ml,꾸준히쓰는 제품이에요. 순해서 좋아요,일반,5
b20616,APP,대용량 250ml,"늘 쓰던 제품이예요
눈이 예민한편은 아닌데 한번씩 시린거 같아요
그래도 키스미 지우는데 이만한 제품이 잘없어서 이 제품만 씁니다 원플원으로 저렴하게 구입했습니다^^
잘 쓸께요~~^^",프라임,3
s629702,APP,대용량 250ml,주변에서 요 제품이 순하다고 해서 구매했어요 ! 키스미마스카라까지 지워지는건 제 욕심이겠죠? .. 그래도 지울때 자극없이 괜찮아요,스마트클럽,5
kiki6240,APP,대용량 250ml,항상 믿고 구매하는 제품이에요,일반,5
milk0505,APP,대용량 250ml,좋아요 쟁여놓고 씁니당,스마트클럽,5
xmrmq123,MOBILE,대용량 250ml,"저는 뽀오얀만 지금 다섯통은 넘게 쓴고같아요. ㅎㅎ
뽀오얀 최고입니당",일반,5
sungmin122,APP,대용량 250ml,우선 순하고 다른 제품쓰다가도 다시 뽀오얀으로 돌아오게 돼요,일반,5
chong08,APP,대용량 250ml,넘넘 좋은 넘버원 아이리무버 ㅎㅎ 이게 제일 잘 지워져요!!  고가아이리무버보다 진심 잘지워져요~~,일반,5
rladbflzz,MOBILE,대용량 250ml,"평소에 인조속눈썹도 붙이고 워터프루프 마스카라 쓰느라
세정력이 좋은 아이리무버가 필수예요.
여러 브랜드거 써봤지만 
저는 아리따움 제품이 제일 잘 맞는 것 같아요.
지우고 난 뒤에 건조함도 없고, 메이크업이 빠르게 녹고
눈에 들어가도 전혀 따갑지 않아서 좋아요.
재구매 했고 앞으로도 쭈욱 쓸 예정이에요.",일반,5
fnfk2345,APP,대용량 250ml,계속 쓰는 제품인데 1&amp;#43;1에 할인해서 잘샀어요 ㅎ,스마트클럽,5
ramin96,MOBILE,대용량 250ml,피부 민감성인데 이거 너무 순하고 잘 지워져서 몇년째 아이 리무버는 뽀오얀쓰구있어요! 이번에 대용량 1&amp;#43;1해서 바로 구입했는데 배송도 빠르고 잘 받았습니다 ㅎㅎ,일반,5
yeelim5891,APP,대용량 250ml,항상 씁니다 좋아요,일반,5
chjin1206,APP,대용량 250ml,완전 잘 지워지네요! 역시 이래서 립&amp;아이 리무버를 쓰나봐요 사시게 되면 꼭 흔들어서 쓰세요 층이 나눠져 있네요!,스마트클럽,5
minseo26,APP,대용량 250ml,재구매를 몇 번째 하고 있는지 모르겠어요~ 눈 시림도 없고 깔끔하게 잘 지워져서 좋아요ㅎㅎ,프라임,5
jungda310,APP,대용량 250ml,늘쓰는제품입니다 오일리하지않아좋아요,일반,5
y4wing,MOBILE,대용량 250ml,"일리 리무버에서 아리따움리무버로 갈아탔네요
좋다기에 제가 일순위로따지는 성분착한 리무버라의심없이 주문했어요
용량도 나름 있어서 당분간 리무버걱정없이 쓸꺼같아요
",일반,5
micky0029,APP,대용량 250ml,늘 애용하는 제품 ㅎㅎ 없으면 못살아요,프라임,5
mejh111,APP,대용량 250ml,"마스카라랑 립 지우려고 구매했어요.
잘지워지는데 눈에는 들어가면조금 따가워서 지우고 바로 마른거로 다시 지워요
지워지는건잘지워지네요",일반,5
sujinrt,MOBILE,대용량 250ml,포인트로 싸게샀네요,일반,5
seun24,APP,대용량 250ml,잘 지워져요! 저렴해서 좋음,스마트클럽,5
juju2u,MOBILE,대용량 250ml,잘 지워지지 않는 워터프루프 타입도 잘  지워져요. 지우고 난 후 피부 당김도 없어서 좋아요.,프라임,5
tomy7918,APP,대용량 250ml,"세일할때사서좋네요
용량도크고 잘지워져요",스마트클럽,5
jiyeong11,APP,대용량 250ml,항상 쓰는 제품인데 늘 만족해요!,스마트클럽,5
dhdbrjf,MOBILE,일반용량 120ml,지금까지 잘 써오던 제품인데 거의 다 써가서 새로 주문했습니다ㅎㅎㅎㅎ진짜 잘 지워지는 제품이라 거의 리무버는 이 제품으로 정착해서  사용 중이고 아직까지는 만족하며 쓰고 있어요~~~~,일반,5
qkrghl,MOBILE,대용량 250ml,"립앤아이리무버는 요것만 써요
순하고 좋아여 잘지워지구",일반,5
jmk2663,APP,대용량 250ml,세일하길래 샀어요..금방써요..,일반,5
kup97,APP,대용량 250ml,배송도 빠르고 항상 사용하던 리무버라 세일기간을 이용해서 싸게 구매햇습니다~ 수고하세용~~,일반,5
jeongyoohee,MOBILE,대용량 250ml,"포장상태가 완전 튼튼했어요
그리고 빠른 배송에 두번 놀랐네요
아직 사용전이지만 기분좋게 사용할것같아요^^",일반,5
plain2203,PC,대용량 250ml,"몇번째인지.. 이것만써요~~좋아요!!^^
",일반,5
plain2203,PC,대용량 250ml,"몇번째인지 ㅎㅎ
이것만쓰네요`~ 좋아요!",일반,5
qinasky,APP,대용량 250ml,"로드샵제품 돌아가며 쓰다가 세일할때 뽀오얀 써보고 순한데 잘지워져서 좋았는데요!
떨어졌을때 세일안해서 다른브랜드 디자인도 비스무레한거 쓰다가 다시 갈아탔습니다.......ㅜㅜ 세일할때사면 가성비 갑입니당",스마트클럽,5
gjgkdmsO1,APP,대용량 250ml,피부가 민감해서 아무거나 잘 못썼는데 이건 재구매하며 잘 쓰고있어요!!,프라임,5
hkimda,APP,대용량 250ml,용량도 크고 후기가 좋아 믿고 구매했어요! ,일반,5
changys12,MOBILE,일반용량 120ml,뷰티포인트 이벤트 당첨되서 받았습니다. 주위에 쓰시는 분들이 많아서 좋다는건 알고있었습니다. 순한편이고 아주 잘 지워지네요~ 가격대비 용량이 좀 작은 편인데 원플러스 원할때 사면 좋을것 같습니다~ 다음에도 이런 이벤트있으면 꼭 참여하려고요 ,일반,5
little4820,MOBILE,일반용량 120ml,순한 것 같은데 잘 지워져용!!,일반,3
j1235j,MOBILE,일반용량 120ml,"아리따움 뽀오얀 미소 발효 립 &amp; 아이 리무버 제품은
아모레퍼시픽에서 했던 이벤트 100원으로 예쁘게 사~월아 선착순으로 당첨되어 아리따움매장에서 상품을 받게되어
사용하게 되었습니다. 발효워터층과 곡물오일층으로 되어있어 가볍게 흔들어서 사용하면 되는데 눈시림이 없고
자극없이 한번에 깔끔하게 메이크업이 지워져서 사용하기 편했습니다. ",일반,5
s1642s,MOBILE,일반용량 120ml,"아모레퍼시픽 109원으로 예쁘게 사~월이벤트에서 선착순으로 받게 되어 아리따움 매장에서 상품 교환받아왔습니다.
뽀오얀 미소 발효 립&amp; 아이 리무버 사용해 보니 용량도 120ml로 적당하고 일단 눈이 시리지않아 좋았습니다.
발효 워터층과 곡물오일층으로 구성되어 진한 아이 메이크업도 한번에 쉽게 지워지어 편했습니다.",일반,5
kwon6897,MOBILE,일반용량 120ml,태어나서 처음 100원 당첨 된 아리따움 뽀오얀 립 &amp; 아이 리무버  너무 기쁘고 게으러서 가끔 색조 화장 하는 나에게 이 제품 사용 하는 것 이 어쩌면 사치 일지도 모릅니다  예식장.. 등산..계모임 때 만 정식 화장 하는데.. 피곤한 몸 이끌고 집에 와서 눈 과 입술 만 따로 지우고 그냥 비누 세안 만 했는데 괜히 좋았어요.. 평상시 클렌징 워터 하고 비누 세안 하는데.. 진짜 귀찮아서..  49 살   이제 피부 더 신경   쓰고 이 제품 잘 쓰겠습니다  화장 할줄 아는 분 은 뽀오얀 립 &amp;  아이 리무버 자주 이용 하면 좋을것 같아요 그리고 쿠폰 할인 받아서 23호 마몽드 커버  하운데이션 어머니 께 선물 했는데 가격 대비 가성비짱.. 하운데이션 색깔 너무 좋다고 하세요.. 그래서 저도 기분 좋네요 아리따움 화이팅!,일반,5
dhgmlqq,MOBILE,일반용량 120ml,세통째 쓰고 있어요. 첫 립앤아이 리무버였던 제품이라서 신세계를 맞이했었죠. 그냥 클렘징폼으로 세게 문지르면서 씻었던 지나날을 후회 ㅠㅠ 피부에도 심하게 자극을 줫던 것 같애요. 이 제품은 씻기전에 쓱싹 살살 문지르니 싹 묻어놔와요 이후에 클렌징까지하면 깔끔하고 포송하게 되니 좋드라구요 :-),일반,5
choki83,MOBILE,일반용량 120ml,"너무순하고 좋아요. 처음에 아리따움 직원분 권유로 사서 쓰기 시작했는데요. 그이후로 아리따움 뽀오얀 립앤아이리무버를 몇년째 이용하고 있어요.
가성비 아주 맘에 듭니다. 립앤아이 리무버 사려는 친구들에게 적극 추천해주고있어요.",일반,5
dmsgkdi12,MOBILE,일반용량 120ml,"생각보다용량이작아보였는데
써보니아니더라구요
향도자그적이지않아서 마음에쏙들었어요
화장은 지우는게더중요하는말처럼
더군다나요즘같이 미세먼지많은 날에는
꼭필요한 필수아이템인것같아요
화장도잘지워지고
자극적이지않아서매우만족하고쓰고있어요",일반,5
yyss086,MOBILE,일반용량 120ml,립앤아이 리무버가 필요해서 샀는데 유분기도 적당하고 되게 잘 지워져서 좋은 것 같아요 용량에 비해 가격은 좀 비싸다는 생각이 드는데 그래도 성분도 좋은 것같고 괜히 유명한게 아니겠죠 암튼 좋습니다,일반,5
valsrudv,APP,대용량 250ml,순하고 키스미마스카라도 한번에 지워져서 너무 좋아요 세일할때마다 항상 쟁겨두게 되네요 &amp;gt;_&amp;lt;,일반,5
lswha4373,MOBILE,일반용량 120ml,딱히 쓰면서 불펀한점 없었고 특유의 곡물냄새가 느껴져요 질리지않는 이상 계속써도 될거같아요,일반,4
ms11053,MOBILE,대용량 250ml,정말 좋습니다 계속해서 재구매 중,스마트클럽,5
jini881027,MOBILE,일반용량 120ml,진한 화장에도 잘 지워집니다. 타사 제품을 써도 결국 뽀오얀으로 되돌아오네요 ㅎㅎ,일반,5
hsj524,MOBILE,일반용량 120ml,눈에 들어가면 아픈데 화장이 잘지워져요,일반,4
ksmy0813,MOBILE,일반용량 120ml,이벤트로 저렴하게 구입하게 되었는데 생각보다 제품이 만족스럽습니다 하지만 색조 메이크업 지울때 이것만 사용해서는 안되고 이중 세안은 꼭 해야할것 같습니다 또 눈에 들어가면 상당히 따가우니 사용할 때 주의가 필요할것 같습니다,스마트클럽,5
