user_id,channel,option,review,membership,recom_point
star144,MOBILE,일반용량 120ml,"1&amp;#43;1찬스로 득템한 이 아이~
수분감이 많아 촉촉하네요~*.*
가을엔 화장을 하겠어요~ㅎㅎ",일반,5
dkdl328,PC,대용량 250ml,원래 에뛰드 아이리무버를 사용하다가 아리따움으로 갈아탔는데 뽀오얀에서 나온게 순하고 피부에도 잘 맞아서 계속 사용중이예요 포인트 화장도 잘 지워지고 언니랑 저랑 원플원 할때 대용량 250ml로 구매해서 같이 사서 나눠쓴답니다 ㅋㅋ,일반,5
rara1055,MOBILE,대용량 250ml,"화장을 진하게 하는편은 아니지만 색조화장이 잘 지워집니다. 저는 얼굴 피부화장까지 리무버로 지우고 클렌징을 하는편인데 순하게 잘 지워지고 얼굴도 그렇게 기름지지 않아서 자주 이용하고 있습니다. 다만 리무버가 약간 오일리하게 들어가 있어서 눈에 들어가면 잘 안보이는데 다른 제품들 보다 눈이 따갑거나 하지 않아 좋아합니다.
간혹 마스카라가 잘 안지워 지는데 꾹 누르고 사용하면 괜찮습니다.",일반,5
jasper2030,APP,대용량 250ml,"화해에서 주의성분이 0이라 믿고서 오프라인에서 구입해 사용했었는데 정말 순하고 잘 지워지더군요.
온라인서 대용량으로 나온데다 용량대비 가격도 좋아 미리 구입해 뒀는데 오래 사용할 수 있을 거 같아요.
",스마트클럽,5
luvyyeo,MOBILE,대용량 250ml,"순하고 자극없이 잘 지워져서 좋아요
사이즈도 대용량인데다 원플원 행사로 산거라 오래 쓸 수 있을 것 같아요~",일반,5
dlstjq9,MOBILE,대용량 250ml,아진짜 제 인생리무버 가성비 이만한게 없습니다 제가 화장이 진해서 클렌징으로 스트레스를 많이받는데 이리무버 이후로 클렌징이 두렵지않습니다 아리따움 흥해라~!🎺🎺🎺,일반,5
ljy0415,MOBILE,대용량 250ml,저렴한가격으로 득템이네요,일반,5
hyii20,MOBILE,대용량 250ml,"이거....... 이번에 4통샀어요 ㅎㅎㅎㅎ 
로드샵중에 가성비 짱 
용량많은데 다른곳보다 저렴해요 
지워지는거 무난하게 잘 지워지는거같아요 
듬뿍듬뿍묻혀서 지우기엔 이게 딱이예요~~~~~~!!!!
원쁠유ㅓㄴ할때사세요 ",일반,5
s1161204,MOBILE,대용량 250ml,처음엔 120ml로 쓰다가 너무 좋아서 대용량으로 바꿨어요 ! 지금 한통 뜯어서 쓰고있고 3통 쟁여뒀는데 이렇게 잘 지워지는건 처음이에요 ㅠㅠ 다른것들은 다 비싼데 이건 가격치고 용량도 많고 행사도 자주해서 너무 좋아요 눈에 들어가면 따갑긴한데 그만큼 잘지워지고 트러블같은것도 안나고 ... 앞으로 계속 쓸것같아요 단종시키지만 말아주세요ㅜㅜ행사할때마다 살겁니당 .. 눈에 몇분만 올려놔도 지워져요 !,일반,5
mild_cacao,MOBILE,대용량 250ml,"몇년째 이 제품만 써요
제 피부가 굉장히 예민해서 성분 하나만 안맞아도 엄청 따갑고 올라오는데 이건 그런게 전혀 없구
향도 괜찮고 지울 때 자극적이지도 않고 순한데다가 깨끗하게 잘 지워져서 매번 잘 쓰고 있습니다
마침 매장에서 1&amp;#43;1 행사를 하고 있어서 하나 가격으로 두개 구매해서 기분도 좋고 다 쓰면 또 재구입 할 예정입니다!",스마트클럽,5
aeri1201,MOBILE,대용량 250ml,너무 마음에 들어요 몇년째 이것만 사용하고 있어요 눈화장이나 립 다 깔끔하게 지워져요 립은 워낙 착색이 되는것들까지는 커버 되기 힘들지만 여러가지 많이 써봤지만 이게 최고예요 1&amp;#43;1 할때마다 쟁여놓구 사용하구 있어요&amp;lt;,일반,5
kid6872,MOBILE,일반용량 120ml,반값세일 이용하기!!!!,스마트클럽,5
kookrabbit97,MOBILE,대용량 250ml,"제가 이거 소문만듣고 삿는데 너무 좋은거 같아요
다른거 썼었을땐 되게 눈 따가운 제품도 많았는데 이건 전혀 그런느낌도 없고 가볍게 잘지워집니다!!",일반,5
yuni1214,MOBILE,일반용량 120ml,잘 지워지고 좋네용!!,일반,5
wlaud5,MOBILE,대용량 250ml,"원플러스원 할 때 저렴하게 샀어요. 별 기대없이 구매한건데 자극도 없고 순해요. 제가 평소 잘 안지워지기로 유명한 키스미 자주색 롱앤컬 마스카라를 사용하고 아이라이너도 릴리바이레드의 잘 안번지는 제품을 사용합니다. 뽀오얀 립앤아이 리무버는 적은양 솜에 적셔 눈 위에 잠시 올려두었다가 쓱 문질문질해서 닦으니까 아이섀도까지 말끔히 지워졌어요! 틴트 제외한 립제품도 다 잘지워져요, 강추합니당",일반,5
didwlgp1004,APP,대용량 250ml,"눈에 들어가면 조금 따갑긴한데, 잘 지워져서 오랜만에 다시 구매해봤어요 ! 키스미 마스카라가 강력해서 몇몇 타브랜드의 립앤아이 리무버는 덜 지워질 때가 많았는데 뽀오얀 쓸때에는 괜찮아요 :)",일반,5
rhdwnskfksla,MOBILE,대용량 250ml,"여러분!!! 이거 웨 안사세요??!!!
솔직히 가성비 좋고 이렇게 잘 지워지는 리무버는
뽀오얀 밖에 없는 것 같음
이거 살까말까 고민하시는 분들 고민하지 말고 당장 사세효ㅠㅠㅠㅠ 저 지금 2통째 쓰고있어여 암튼 걍 존좋임",스마트클럽,5
jinh0225,MOBILE,대용량 250ml,항상 쓰던 제품이고요 자극없이 잘 지워져요,프라임,5
yyj696,MOBILE,대용량 250ml,항상쓰는거지만 너무 순하고 잘지워져요! 눈도 안아프고 앞으로도 쭉 구매할거에요~~ 세일 할때마다 큰걸로 두개씩 사는데 앞으로도 세일 많이 해주세용~! ,일반,5
success717,APP,대용량 250ml,리무버는 이것만 써요 택배도 빠르고 좋습니다,일반,5
juhae0510,MOBILE,대용량 250ml,"매번 사서 쓰는 제품이에요 ㅎㅎ
순하고 잘지워지고 ㅠㅠ 이제품만 무조건 써요!!!!!",일반,5
skytori,APP,대용량 250ml,항상 사용하는 제품으로 재구매 했어요,일반,5
sktp21,MOBILE,대용량 250ml,"가격대비 훌륭해요. 잘 지워지고 좋아요.세일 할때마다 구매하는 품목이에요
",스마트클럽,5
rladhksqo,MOBILE,대용량 250ml,"좋다는 이야기를 듣고  (1 &amp;#43;1) 이벤트가 있어 구매했어요.  진짜 가격도 착하고 넘 좋아요~^^
",프라임,5
ohh950,MOBILE,대용량 250ml,나랑은 안맞나봄... 눈이따갑고 열이남 이걸로 지우면 그뒤로 엄청 부움 왜그러는걸까요??? 너무 따갑고 그럼,스마트클럽,1
sjaks486,MOBILE,대용량 250ml,"원래 사용하던거라 마침 세일 기간에 잘 구매했어요 
대용량으로 나와서 쓰기도 편하고
떨어질 걱정없이 쓸 수 있어 좋아요
순한 성분이라 그런지 잘못 쓰면 금방 붉어지고 
알러지 있는 제 피부에도 트러블 없이 잘 맞네요 
잘 쓰겠습니다",일반,5
puryzoa71,MOBILE,대용량 250ml,재구매 열번 넘게 햇어요 눈시림 없고 최고,스마트클럽,5
gdlove818,MOBILE,일반용량 120ml,잘지워지고 좋아요 ㅎㅎ,프라임,5
tmddk1819,MOBILE,일반용량 120ml,젤 잘지워지고 자극도 젤 덜한거같아요 4통째 잘 쓰고있습니당,일반,5
lnk6836,MOBILE,일반용량 120ml,평소에 계속 쓰던 제품이 다 떨어져서 주변 추천으로 구매해서 사용했는데 잘 지워지구 순해서 좋아요! ,스마트클럽,5
fbwls03,MOBILE,대용량 250ml,늘 쓰던거에요 좋아요!!,일반,5
tpgml3139,MOBILE,대용량 250ml,한 5년?  6년정도 갈아타지않고 꾸준히 사용하고 있는 리무버입니다. 그전에는 이브랜드 저브랜드 그냥 떨어질때쯤 세일하는 브랜드에서 검색해보고 사거나 했었는데 이 리무버쓰고 정착했어요. 우선 세일프로모션을 자주해서 그때마다 떨어질거같으면 쟁여두고 쓰고있어요,일반,5
nhl159,MOBILE,대용량 250ml,오일리한 감이 적고 자극없이 한번에 잘 지워집니다.,일반,5
sonds94,MOBILE,대용량 250ml,120사려고 갔는데 없어서 250으로 샀어요. 아이라인 지울때 눈도 안 아프고 다른거 썼을때는 면봉으로 꼼꼼히 지워도 잘 안지워질때가 많은데 이건 잘 지워져서 좋아요. 매장에 1개밖에 없었는데 다행히 주문넣어주셔서 1&amp;#43;1으로 살수 있었네요. ,일반,5
hanbyul2869,MOBILE,대용량 250ml,매번 쓰는데도 너무 좋아요 순하고 잘 지워지고 행사 기간이라 저렴하게 샀어요 동생이랑 엄마랑 같이 써서 4개 한번에 샀어용 ㅎㅎㅎㅎ 립스틱이랑 눈썹도 매번 이걸로 지워요! 그 뒤에 클렌징 오일해야 깔끔하게 마무리 돼서 ㅎㅎ 짱짱입니당,일반,5
skcjfma,MOBILE,일반용량 120ml,뽀오얀 제품은 순하고 좋은거같아요 마침 원플러스원행사를 해서 잘 샀어요,일반,5
sjkayim,MOBILE,대용량 250ml,이게 진짜 리무버 중에 최고! 이번 10살 행사할 때 샀어요! 진짜 좋아요 다른거에 비해 정말 부드럽습니다 강추!,일반,5
soul9071,MOBILE,대용량 250ml,"매번 잘 사용하긴하는 제품인데
오프라인 매장에서는 1&amp;#43;1제품아닌가요?
거기에선 아무얘기없이 하나만 그냥 계산해주던데요
아리따움 중산롯데점이요
갑자리 리뷰등록하다가 행사기간으로 1&amp;#43;1제품이네요ㅠㅠㅠ
",일반,1
291245,APP,대용량 250ml,여전히  매이크업이  잘  지워지내요,스마트클럽,5
khj4071,MOBILE,대용량 250ml,"쓰던 제품이라서 재구매했어요!!!
잘 지워주고 좋아요
자극도 없고 큰거 250미리 샀는데
원플러스원 할인할 때 구매해서
총 500미리이니까 매일매일 사용해도 한동안 쓸 수 잇을것 같아요!!!
다 쓰면 또 구매할꺼 같아요!",일반,5
khj310,MOBILE,대용량 250ml,ㅎㅎㅎ 상품 매우 좋아요,일반,5
qkrwjdal23,MOBILE,대용량 250ml,"뽀오얀 리무버는 벌써 6통째 사용중입니다.
저는 평소에도 색조화장을 하고 아이라인과 마스카라를 꼭 하는편이라서 립&amp;아이 리무버를 사용합니다.
이 제품을 사용할때 눈이 따갑거나 시리지 않고 비교적 펄도
깔끔하게 지워지는 편이라서 만족하고 사용하고 있습니다.
단, 착색이 강한 립틴트는 깨끗하게 지워지진 않지만ㅋ
그래도 다른 리무버에 비해서 잘 지워지는 편입니다^^
좋습니다~",프라임,5
tmxkwjddms,MOBILE,일반용량 120ml,원플러스원 좋아용~~~,일반,5
wekl21,MOBILE,대용량 250ml,순한성분믿고 구매했어요^^,일반,5
hyhy0826,MOBILE,대용량 250ml,"지인 추천으로 이것만 사용했어요 마스카라 잔여물
까지 잘 지워지고 추천합니당",일반,4
allegro23,MOBILE,대용량 250ml,좋아요 순해서 눈이나 피부가 따갑지 않고 계속 찾게되는 제품입니다,스마트클럽,5
jmixmay,MOBILE,대용량 250ml,이거 좋아서 한통 다쓰고 다시 구매했어요 원플원 행사해서 가격대비 좋다고 생각하구 키스미 마스카라도 잘지울만큼 효과도 좋네요 앞으로도 계속 구매할 예정입니다 작은통보단 큰통으로 사는게 매일매일 쓰는 제품인만큼 이득일 것 같네요,일반,5
dasom803,MOBILE,일반용량 120ml,괜찮은것 같아용 매번 아리따움 사용,스마트클럽,5
dasom803,MOBILE,일반용량 120ml,괜찮은것 같아용 매번 아리따움 사용,스마트클럽,5
dPfla97,MOBILE,대용량 250ml,천원 이천원하는 리무버만 사용하다가 가격대가 조금 나가는것 같아서 사용을 안했는데 대용량 버전이 나오고 할인쿠폰같은게 있어서 처음 1개만 사서 써봤는데 너무 순한데 잘지워져서 놀랬습니다 처음엔 무난하다고 생각하고 다른 제품 샘플들도 사용해보고 그랬는데 확실히 자극없이 잘 지워지는것 같아 이번 1&amp;#43;1때도 대용량으로 쟁여놨어요 더 큰 용량도 나오면 좋지않을까 생각이 듭니다 ㅎㅎ,프라임,5
sj020823,MOBILE,대용량 250ml,정말 한번에 다 지워지는 아이리무버 찾고있었는데 친구가 자기가 사용하는 리무버 써보라고 자기가 써 본 리무버중에는 뽀오얀 리무버가 가장 좋은거 같다고 해서 바로사서 집가서 써보았는데 정말 다 지워져요 저도 지금까지 리무버 많이 써봤는ㄴ데 정말 잘 지워지는거같아요 리무버 사야지 하고 생각날대 한번 사서 써보면 좋으실것 같아요^^,일반,5
rlathfqls12,MOBILE,일반용량 120ml,순해서 늘 이것만써요 ,스마트클럽,5
rbflgg77,MOBILE,대용량 250ml,이 제품만 거의 몇년째 사용중인데 이번에도 행사 기간이라 재구매 했습니다! 사실 쓰다보면 가끔 눈에 살짝 따가움이 느껴질 때가 있는데 양 조절을 잘 해서 하면 무리는 없는 듯 하고 또 무엇보다 잘 지워지고 저한테 잘 맞아서 너무 좋아요 단종 되면 안돼요 ㅠㅠㅠ 앞으로도 재구매 의사 있습니다,스마트클럽,4
milk0110,MOBILE,대용량 250ml,"뭐 이건 좋다고 말 하기도 입 아픈....^^ ㅋㄱㅋㄱㅋㅋㅋ
항상 립앤아이 리무버는 아리따움 뽀오얀 써요 ㅎㅎ
원플원할때 쟁겨 놓아요 ㅎㅎㅎ 원플원 할 때 사면 싸니까〰️〰️ 잘 안지워진다는 키스미 마스카라나 뭐 그냥 두말 할 것 없이 잘 지워집니다〰️",스마트클럽,5
yyyyys2,MOBILE,일반용량 120ml,"몇 통 째 쓰고 있는지 몰라용!!
1&amp;#43;1이나 행사할 때 쟁여두고 쓰는 편입니당
잘 안지워지기로 유명한 키스미마스카라도 말끔히 다 지워지고요! 눈에 들어가도 뿌옇게 되거나 따가운 감 없이 좋아요. 순합니다!! 다른거 써보려고 한 번씩 다른 걸로 바꿔봐도 결국 다시 돌아오게되는 제품입니다~~ 강추욤!!",일반,5
hsdwlove,MOBILE,대용량 250ml,순해서 쓰기 좋아요,일반,5
hero132,MOBILE,일반용량 120ml,원래 화장을 짙게 안해서 리무버는 필요가 없었는데 최근 워터프루프 마스카라를 사서 사용하니 폼클렌징으로는 마스카라가 안지워져서 구매했어요 저는 폼클렌징도 뽀오얀 써서 리무버도 괜찮았어요 사고나니 50프로세일ㅠㅠ 작은거샀으니 쓰고 세일때 큰거 사야겠어용,스마트클럽,5
hand0711,MOBILE,일반용량 120ml,몇 통째 쓰고 있는 제품입니다. 세일하길래 쟁여놓으려구얼른 구매했네요. 원래 유명한 제품이지만 눈도 안따갑고 확실히 화장도 잘 지워져서 만족하면서 꾸준히 쓰고 있습니다. 가성비 갑! 저도 동생도 엄마도 다같이 쓰는 제품이라 너무 좋아요!!,일반,5
min000young,MOBILE,대용량 250ml,"리무버는 진짜 맨날 사용하는거라서 쭉쭉 없어지는데 이번에 원쁠원으러 겟했네용
마스카라도 잘지워지고 당연히 아이라이너도 잘지워져서 평소에도 계속 애용합니다 특별히 자극적인것듀 없어서 갈아탈 생각 안하고 계속 세일할때마다 쟁여두고 쓰네요",스마트클럽,5
tajalove1,APP,일반용량 120ml,에뛰드 마스카라도 지워지고 좋아요!,스마트클럽,5
bon99,MOBILE,대용량 250ml,"저번에 친구꺼 써보고 너무 좋아서 직접 구매했습니다!!!!!!!!!! 우선 워터로만 되어있으면 안지워지고, 오일은 너무 무겁고 미끄러워서 싫었는데 이건 반반 들어있어서 느낌도 가볍고, 잘 지워져서 진짜 좋은거같다는 생각이 들어요! 재구매 의사 있습니다 다쓰면 또 구매하려구요ㅎㅎ",스마트클럽,5
dksdnjswh,MOBILE,대용량 250ml,펄 아이섀도우가  가루가  남고  깨끗하게  지워지지  않아  구매했는데  매우  만족,스마트클럽,5
it3796,MOBILE,대용량 250ml,항상  요제품만  쓰고있어요   피부가 예민해서  다른제품은  안맞더라고요  가격도  세일해서  1&amp;#43;1으로   저렴하게  구입했어요   클렌징도  아주  깔끔하게  돼서  항상 쓰면서도  만족스러요  클렌징 제품은  항상 아리따움으로만  사용하고있어요  앞으로도  잘쓸께요 ,일반,5
dmswjd1880,MOBILE,대용량 250ml,거의 6년째 립앤아이리무버로는 얘로 쭉써오고있어요 가격도착하고 피부가민감한편인데 딱히 자극적이다고 느껴지진않는거같다요 지우고 오래방치하면 조금 건조하긴한데 금방 씻으면 괜찮아요 앞으로도 계속 얘만 쓸것같아요 단종만안되길~~,일반,5
Hayoonn,MOBILE,대용량 250ml,제가 눈화장을 짙게 하는 편이라 리무버가 제일 중요하더라구요. 분명 짙은 눈화장도 잘 지워진다면서 점원언니가 추천해줘서 써도 뻑뻑하게 지워지고 지울때면 엄청 고생하는데 뽀오얀 쓰고 난 뒤부터는 진짜 다른데꺼 못쓰겠어요. 완전 짱짱 조아용,스마트클럽,5
sangha8892,MOBILE,대용량 250ml,원플원구매해서 저렴하게 샀어요. 순한 것 같아서 매번 재구매합니다. ,일반,5
wnsdudlily,MOBILE,대용량 250ml,화장할때 눈을 강조하는편이라 셰도우도3개씩 쓰고 마스카라는 2개씩 쓰는데요 마스카라ㄹ때 키스미?그 잘 안지워 지는거 거기꺼 쓰느ㄴ데 뽀오얀  미소 발효 립 엔 아이리무버 솜에 뭍혀서 눈두덩이에  한 1분 얹어두고 슥삭슥삭 닦아 내니까 완전 부드럽게 잘 닦였어요 근데 좀 기름진?느낌이라서 지우고 눈 뜨면 시야가 뿌얘짐....ㅋㅋㅋㅋㅠㅠ그게 좀 맘ㅈ에 안들고 (아 아프지는 않아요!)나머지는 괜찮아욤ㅎㅎㅎㅎㅎㅎㅎㅎㅎ,일반,5
tmdgml3901,MOBILE,일반용량 120ml,"이거 진짜 좋아요,,, 눈에 들어가도 안 아프고 거의 모든 마스카라 다 지워집니당!",일반,5
gkdus0527,MOBILE,대용량 250ml,여행갔다가 친구가 뽀오얀 립앤아이 리무버를 가져왔길래 한번 써봤는데 너무 잘지워지고 좋더라구요 그 유명하다는 키스미 마스카라도 저한텐 잘 지워졌고 섀도우 아이라인 틴트 다 잘지워졌습니다 다 지우고 나면 유분기가 좀 남아있어서 미끌거리긴 하지만 괜찮습니다 지금 3통째 사용하고있어요 !,스마트클럽,4
gmlwl8038,MOBILE,대용량 250ml,"일단 좀 순햐서좋은거같고
1위한제품답게 잘 지워지디고닿 세요
잘산거같아서 후회안해요 1플원으로샀는데 가격도 저렴
하구여
다음에 또 사용할 의향 있어요!!
어퓨 리무버만 쓰다가 사니까 좋른거같네ㅇ추천합니다!!!!!!@@@@
",스마트클럽,5
jn128,MOBILE,대용량 250ml,"지금 거의 1년째 이 리무버만 쓰고있어요.
소량 사용해도 세정이 잘되고 마스카라까지 깔끔히 잘 지워지는 편이랍니다.
항상 행사할때마다 몇개씩 사놓는 제품이에요.
제가 써본 리무버중에 가장 좋은거 같네요.
단종시켜주지 마세요ㅜㅜ",일반,5
dr7896,MOBILE,대용량 250ml,"겟잇뷰티에서 1위선정된 후부터 
계속 사용하고 있는데 정말 좋아요.
가격도 저렴한데 가성대비 정말 좋은듯??
깨끗하게 지워지고 부드러워요!!
저 때문에 가족모두 이 제품사용중이에요 ㅋㅋㅋ
아직 안써보신분들도 꼭 써보세요~!!
",일반,5
flutter15,MOBILE,대용량 250ml,"꾸준히 사용하고있습니다! 
매번 세일때마다 구매하는데 용량도 좋고 세일할때 사면 든든합니다!! 
가격비례 세정력도 괜찮고 지금까지 대용량으로 8통 이상 사용했는데 진짜 가성비! 최고! 
주변에도 추천합니다! 눈에 들어가도 안 따갑고 자극이 덜한데 좀 세정력이 강하진 않아서 화장을 진하게 했을때에는  많이 문질른다고 해야되나? 그래서 좀 눈이 빨개질때도 있네요 그래도 항상 만족하면서 사용합니다! ",일반,5
frackmoi,APP,대용량 250ml,저의 최애 리무버에요!! 몇 통 째 쓰고있는지도 모르겠네요~~ 화장솜 묻혀서 사용하면 부드럽고 자극도 덜해서 좋아요! 순한데 잘 지워져서 더욱 좋구요~! 1&amp;#43;1할 때마다 사서 쟁여놓는 제품이네요 ㅎㅎㅎ 강추합니당^^~!,스마트클럽,5
ohjihahaha,MOBILE,일반용량 120ml,늘 쓰는제품 인생템♡,일반,5
dbs1111,MOBILE,대용량 250ml,"늘쓰던 제품인데 1&amp;#43;1할때 쟁여놨어요!!
성분도 착하고 세정력도 좋아서 항상 만족스러워요
이제품으로 지우면 눈도 안따갑고 저한테 딱 맞어요
",스마트클럽,5
dj1915,MOBILE,대용량 250ml,"1&amp;#43;1행사하길래 얼른 샀어요
립엔아이 리무버 잘 지워지기도 하고,자극이 적어 아리따움만 쓰게  되네요 용량도 대용량이라  좋구요
곡물발효 보습성분이 들어 있어서 그런지 닦아낸 후에도 건조하거나 그렇지 않아서 너무 좋아요~~^^",일반,5
jymoon1,APP,대용량 250ml,"항상 쓰던거예요 순하고 눈에 자극없어서 좋아요~~ 
원 플러스 원 ",프라임,5
maka,MOBILE,일반용량 120ml,항상 믿고 쓰는 제품!! 눈도 안 아프고 좋아요!,일반,5
erin0720,MOBILE,대용량 250ml,"언제나처럼  늘 구매하게 되는  믿고 쓰는 제품!!
타사의 많은 제품도  사용 해봤지만  결국엔 실망하고 다시 이 제품을 pick 하게 되더라구여~^^
우선 리무버인데도 눈이 따갑지 않고, 그 어떤 강력한 워터프루프 아이라이너와 마스카라도 말끔하게 지워주는 엄지척 제품입니다요~ 그래서  늘 행사기간엔  꼭 사서 쟁겨두게 되지요~^^",일반,5
pry1007,MOBILE,대용량 250ml,순하고 1&amp;#43;1으로 잘샀어요~,일반,5
kypark9938,MOBILE,대용량 250ml,"몇년째 쓰는 제품이라서 1&amp;#43;1일때 쟁여놨어요.
이전에 쓰던 제품은 눈에 자극도 심하고 따가웠는데 이건 순하고 자극도 심하지 않아 좋은 것 같아요.
앞으로도 계속 이 제품을 쓸 것 같아요.
강추합니다^^",일반,5
fla33,MOBILE,일반용량 120ml,완~~~~전 조아욤 ㅎㅎㅎㅎㅎㅎ 다른거에 비해 뽀극뽀득한게 미끄덩 거리지도 않고 너무 좋아요 원플원 행사하길래 칠천원에 샀어요 헤헤 앞으로도 이거 쓸거 같아요 여태 이니스프리꺼 썼었는데 이제는 이것만 쓸거 같아요 행사 할때마다 살거같아요 자주 쓸게요 ㅎㅎㅎㅎ,일반,5
lje3757,MOBILE,일반용량 120ml,평소 쓰던 것들 중에 자극이 덜해서 재구매 계속하고 있어요~,스마트클럽,5
see1346,MOBILE,대용량 250ml,중저가 브랜드인 미x 아이리무버 제품을 사용하다가 지인추천으로 아리따움을 사용해보게되었는데 훨~~씬 부드럽다고해야하나요? 자극없이 눈시려움도 없고 깨끗하게 잘지워지길래 세일하거나 원플러스원할때 꼭!! 쟁여두는 제품입니당~~ㅎㅎ,일반,5
sunghoa80,MOBILE,일반용량 120ml,"이거는 인터넷에서 괜찮다 해서 사봤어요 좋으네요 잘쓸게요 특히 잘 안지워지는 마스카라로 슥슥 잘지워져서 정말 잘 쓰고 있답니다
2개 쟁여놨으니 오래오래 쓸것같습니다
가끔씩 세일할때 이뤃게 쟁여놓으면 참 좋을것 같아요",일반,5
guswlrorm,MOBILE,대용량 250ml,"데일리로 쓰기 좋앗어요  그리고 원쁠원행사라서 이가격에 이용량 사기힘든데 좋앗구요 벌써4통짼데
진짜 다른거 찾기 힘드너용 순하고 진짜 추천드려요
마스카라아이라인 잘지워지고 딱 편하게 쓰기좋아요 
안쓰신분들 한번 써보세요 ~제가써본거중 제일 무난햇어요 가격대비!",일반,5
vong1128,MOBILE,대용량 250ml,립 앤 아이 리무버 그때 그때 보이는거 사다가 아리따움 뽀오얀에 정착했다. 애초에 피부가 민감한 편은 아니지만 순하다는 느낌이고 세정력도 꽤나 좋은듯해서 원 플러스원하거나 세일할때 쟁여둔다. 무난히 쓰기 좋다 추천추천!!!,일반,5
gch03845,MOBILE,대용량 250ml,대용량에 잘 지워지고 다른것 보다 순해서 좋아요,프라임,5
ga2120,MOBILE,대용량 250ml,"너무 좋아서 행사 할때마다 동생이나 친구와 함께 구입하고 있습니다! 다쓴 것만 해도 최소 4통은 될거에요! 눈이랑 입술이 잘 지워지는 것은 물론 눈에 들어가도 따가움이 덜해요 저는 따가움을 못느꼈구요! 
구매하고 또 구매할 의사 있습니다!!",일반,5
pyo0618,MOBILE,대용량 250ml,"피부가 너무 민감해서 피부과 시술도 잘 못받는 정도라
화장품도 신중히 잘 고르는데요,
요 리무버는 자극적이지도 않고 화장솜에 올려놓고
떼어네면 진한 색조는 다 지워져있구요,
마스카라나 언더쪽만 한번더 눌러주면 싹 지워집니다.
친구들한테도 적극 강추해요!",일반,5
ju455,MOBILE,일반용량 120ml,아이메이크업지울때따갑지않고 잘지워져서 좋음,일반,5
dhrwldnjs,MOBILE,대용량 250ml,늘 재구매하는 제품! 항상 사용하는 키스미 마스카라가 잘 지워져서 늘 같이 사용해요. 솜에 적셔서 10초 이상 눈에 올려뒀다 지우면 다 지워져용! 자극적이지 않아서 눈 시림도 한번도 없었어용!! 원쁠원때 구매하면 개이득ㅋㅋㅋ,일반,5
1102hye,MOBILE,대용량 250ml,원래 쓰던건데 대용량이라 더 저렴하게 샀네요 만족합니당,스마트클럽,5
junmin1215,MOBILE,대용량 250ml,진짜몇년째쓰고있는지모르겠네요 순하고 향도없고 가격도합리적이어서너무좋습니다ㅏㅏㅏ,일반,5
dlasorhk,APP,대용량 250ml,"최애템이죠.
뽀오얀을 알고나서부턴 다른 리무버는
사용하지 못해요.
확실히 자극이 없어요. ",프라임,5
ekdms6131,MOBILE,대용량 250ml,순하게 잘 지워져서 몇통째 쓰고 있어요,일반,5
wjdals2182,MOBILE,일반용량 120ml,지금 4통째 쓰고 있어요. 처음에 친구가 추천해줘서 썼는데 자극적이지않고 잘 지워져서 계속 쓰고 있네요ㅎㅎ가격이 조금 비싼감은 있지만 할인 할 때 사면 괜찮은 거 같아요. 휴대용도 생겼으면 좋을 거 같아요. 수정화정 할때나 여행갈 때 유용하게 쓰일 거 같아요!,일반,5
jkjhj93,MOBILE,일반용량 120ml,"아토피피부라 자칫하면 클렌저할때 자극받기 쉽상인데
순하고 잘 지워져서 애용합니다♡",일반,5
kimile826,MOBILE,대용량 250ml,이 뽀오얀 리무버를 몇 통째 쓰고 있는지 모르겠어요 어렸을 때부터 이 리무버를 쓰고 있는데 계속 이것만 쓰니까 이거에 정착했습니다 다른 리무버들에 비해 잘 지워지고 냄새도 나쁘지않고 원플원할때 사면 쟁여두고 잘 사용합니다,일반,5
dns1995,MOBILE,일반용량 120ml,순하게 잘지워져요 2개쟁여놨엉ㅅ,일반,5
educk08,MOBILE,일반용량 120ml,순하게 잘지워져요!,스마트클럽,5
umkr91,MOBILE,대용량 250ml,"오래전부터 사용해온 리무버에요
이름처럼 느낌처럼 순하고 강한 마스카라도 잘 지워집니다!
이번 원플러스원 행사로 득템했네요!
뽀오얀 행사 많이해주세요~~~~~~~~~~~~",일반,5
yb7127751,MOBILE,대용량 250ml,"뽀오얀 미소 발효 리무버는 원래 유명하잖아요~~~
그래서 기대 갖고 써봤는데 유명한 이유를 알 거 같아요ㅎㅎ 자극 없이 화장을 말끔하게 지워줘서 너무 좋습니다~ 피부를 위해서 클렌징이 제일 중요하다는데 잘 지킬 수 있을
거 같아요~",일반,5
param0425,MOBILE,대용량 250ml,"벌써  몇 병째인지ㅎㅎㅎ완전순하고 잘지워집니다.
이거쓰다가 다른거는 못 쓰겠어요ㅎㅎ",일반,5
soul8526,MOBILE,대용량 250ml,"매번 쓰는 건데 이번에 세일해서 저렴하게 구매했어요 
눈이 따갑지도 않고 부드러워서 좋아요 
아리따움 5겹 솜에 적셔서 사용하니 금상첨화입니다 
대용량으로 사다두면 두고두고 쓸수 있어서 좋아요 
뽀오얀 클렌징 크림과 같이 사용하면 
깨끗하게 클렌징되고 당기지 않아 좋아요 ",일반,5
dhstjgml,MOBILE,대용량 250ml,원플 원으로 구입했어요 ,일반,5
